"COUB","Country of birth","FBORN","Place of birth","EDU","Education level","SECT","Sector","SEX","Sex","COU","Country of residence","Value","Flag Codes","Flags"
"NOAM","North America","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_SECT","All sectors","2","Women","IRL","Ireland",4910,,
"NOAM","North America","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_SECT","All sectors","1","Men","IRL","Ireland",4908,,
"NOAM","North America","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_SECT","All sectors","ALL_SEX","Men and women","IRL","Ireland",9818,,
"OCEA","Oceania","1","Foreign-born","2","ISCED 3/4","E","Electricity, gas and water supply","2","Women","IRL","Ireland",1,,
"OCEA","Oceania","1","Foreign-born","2","ISCED 3/4","E","Electricity, gas and water supply","1","Men","IRL","Ireland",3,,
"OCEA","Oceania","1","Foreign-born","2","ISCED 3/4","E","Electricity, gas and water supply","ALL_SEX","Men and women","IRL","Ireland",4,,
"OCEA","Oceania","1","Foreign-born","2","ISCED 3/4","G","Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods","2","Women","IRL","Ireland",98,,
"OCEA","Oceania","1","Foreign-born","2","ISCED 3/4","G","Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods","1","Men","IRL","Ireland",100,,
"OCEA","Oceania","1","Foreign-born","2","ISCED 3/4","G","Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods","ALL_SEX","Men and women","IRL","Ireland",198,,
"OCEA","Oceania","1","Foreign-born","2","ISCED 3/4","H","Hotels and restaurants","2","Women","IRL","Ireland",75,,
"OCEA","Oceania","1","Foreign-born","2","ISCED 3/4","H","Hotels and restaurants","1","Men","IRL","Ireland",85,,
"OCEA","Oceania","1","Foreign-born","2","ISCED 3/4","H","Hotels and restaurants","ALL_SEX","Men and women","IRL","Ireland",160,,
"OCEA","Oceania","1","Foreign-born","2","ISCED 3/4","L","Public administration and defence; compulsory social security","2","Women","IRL","Ireland",14,,
"OCEA","Oceania","1","Foreign-born","2","ISCED 3/4","L","Public administration and defence; compulsory social security","1","Men","IRL","Ireland",14,,
"OCEA","Oceania","1","Foreign-born","2","ISCED 3/4","L","Public administration and defence; compulsory social security","ALL_SEX","Men and women","IRL","Ireland",28,,
"OCEA","Oceania","1","Foreign-born","2","ISCED 3/4","Q","Extra-territorial organizations and bodies","2","Women","IRL","Ireland",1,,
"OCEA","Oceania","1","Foreign-born","2","ISCED 3/4","Q","Extra-territorial organizations and bodies","1","Men","IRL","Ireland",1,,
"OCEA","Oceania","1","Foreign-born","2","ISCED 3/4","Q","Extra-territorial organizations and bodies","ALL_SEX","Men and women","IRL","Ireland",2,,
"OCEA","Oceania","1","Foreign-born","2","ISCED 3/4","F","Construction","2","Women","IRL","Ireland",12,,
"OCEA","Oceania","1","Foreign-born","2","ISCED 3/4","F","Construction","1","Men","IRL","Ireland",192,,
"OCEA","Oceania","1","Foreign-born","2","ISCED 3/4","F","Construction","ALL_SEX","Men and women","IRL","Ireland",204,,
"OCEA","Oceania","1","Foreign-born","2","ISCED 3/4","J","Financial intermediation","2","Women","IRL","Ireland",45,,
"OCEA","Oceania","1","Foreign-born","2","ISCED 3/4","J","Financial intermediation","1","Men","IRL","Ireland",35,,
"OCEA","Oceania","1","Foreign-born","2","ISCED 3/4","J","Financial intermediation","ALL_SEX","Men and women","IRL","Ireland",80,,
"OCEA","Oceania","1","Foreign-born","2","ISCED 3/4","C","Mining and quarrying","1","Men","IRL","Ireland",1,,
"OCEA","Oceania","1","Foreign-born","2","ISCED 3/4","C","Mining and quarrying","ALL_SEX","Men and women","IRL","Ireland",1,,
"OCEA","Oceania","1","Foreign-born","2","ISCED 3/4","M","Education","2","Women","IRL","Ireland",15,,
"OCEA","Oceania","1","Foreign-born","2","ISCED 3/4","M","Education","1","Men","IRL","Ireland",5,,
"OCEA","Oceania","1","Foreign-born","2","ISCED 3/4","M","Education","ALL_SEX","Men and women","IRL","Ireland",20,,
"OCEA","Oceania","1","Foreign-born","2","ISCED 3/4","D","Manufacturing","2","Women","IRL","Ireland",45,,
"OCEA","Oceania","1","Foreign-born","2","ISCED 3/4","D","Manufacturing","1","Men","IRL","Ireland",120,,
"OCEA","Oceania","1","Foreign-born","2","ISCED 3/4","D","Manufacturing","ALL_SEX","Men and women","IRL","Ireland",165,,
"OCEA","Oceania","1","Foreign-born","2","ISCED 3/4","O","Other community, social and personal service activities","2","Women","IRL","Ireland",41,,
"OCEA","Oceania","1","Foreign-born","2","ISCED 3/4","O","Other community, social and personal service activities","1","Men","IRL","Ireland",42,,
"OCEA","Oceania","1","Foreign-born","2","ISCED 3/4","O","Other community, social and personal service activities","ALL_SEX","Men and women","IRL","Ireland",83,,
"OCEA","Oceania","1","Foreign-born","2","ISCED 3/4","P","Private households with employed persons","2","Women","IRL","Ireland",7,,
"OCEA","Oceania","1","Foreign-born","2","ISCED 3/4","P","Private households with employed persons","ALL_SEX","Men and women","IRL","Ireland",7,,
"OCEA","Oceania","1","Foreign-born","2","ISCED 3/4","I","Transport, storage and communications","2","Women","IRL","Ireland",35,,
"OCEA","Oceania","1","Foreign-born","2","ISCED 3/4","I","Transport, storage and communications","1","Men","IRL","Ireland",46,,
"OCEA","Oceania","1","Foreign-born","2","ISCED 3/4","I","Transport, storage and communications","ALL_SEX","Men and women","IRL","Ireland",81,,
"OCEA","Oceania","1","Foreign-born","2","ISCED 3/4","A_B","Agriculture and fishing","2","Women","IRL","Ireland",10,,
"OCEA","Oceania","1","Foreign-born","2","ISCED 3/4","A_B","Agriculture and fishing","1","Men","IRL","Ireland",31,,
"OCEA","Oceania","1","Foreign-born","2","ISCED 3/4","A_B","Agriculture and fishing","ALL_SEX","Men and women","IRL","Ireland",41,,
"OCEA","Oceania","1","Foreign-born","2","ISCED 3/4","K","Real estate, renting and business activities","2","Women","IRL","Ireland",115,,
"OCEA","Oceania","1","Foreign-born","2","ISCED 3/4","K","Real estate, renting and business activities","1","Men","IRL","Ireland",84,,
"OCEA","Oceania","1","Foreign-born","2","ISCED 3/4","K","Real estate, renting and business activities","ALL_SEX","Men and women","IRL","Ireland",199,,
"OCEA","Oceania","1","Foreign-born","2","ISCED 3/4","N","Health and social work","2","Women","IRL","Ireland",53,,
"OCEA","Oceania","1","Foreign-born","2","ISCED 3/4","N","Health and social work","1","Men","IRL","Ireland",11,,
"OCEA","Oceania","1","Foreign-born","2","ISCED 3/4","N","Health and social work","ALL_SEX","Men and women","IRL","Ireland",64,,
"OCEA","Oceania","1","Foreign-born","2","ISCED 3/4","999","Unknown","2","Women","IRL","Ireland",29,,
"OCEA","Oceania","1","Foreign-born","2","ISCED 3/4","999","Unknown","1","Men","IRL","Ireland",36,,
"OCEA","Oceania","1","Foreign-born","2","ISCED 3/4","999","Unknown","ALL_SEX","Men and women","IRL","Ireland",65,,
"OCEA","Oceania","1","Foreign-born","2","ISCED 3/4","ALL_SECT","All sectors","2","Women","IRL","Ireland",596,,
"OCEA","Oceania","1","Foreign-born","2","ISCED 3/4","ALL_SECT","All sectors","1","Men","IRL","Ireland",806,,
"OCEA","Oceania","1","Foreign-born","2","ISCED 3/4","ALL_SECT","All sectors","ALL_SEX","Men and women","IRL","Ireland",1402,,
"OCEA","Oceania","ALL_FBORN","All places of birth","2","ISCED 3/4","E","Electricity, gas and water supply","2","Women","IRL","Ireland",1,,
"OCEA","Oceania","ALL_FBORN","All places of birth","2","ISCED 3/4","E","Electricity, gas and water supply","1","Men","IRL","Ireland",3,,
"OCEA","Oceania","ALL_FBORN","All places of birth","2","ISCED 3/4","E","Electricity, gas and water supply","ALL_SEX","Men and women","IRL","Ireland",4,,
"OCEA","Oceania","ALL_FBORN","All places of birth","2","ISCED 3/4","G","Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods","2","Women","IRL","Ireland",98,,
"OCEA","Oceania","ALL_FBORN","All places of birth","2","ISCED 3/4","G","Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods","1","Men","IRL","Ireland",100,,
"OCEA","Oceania","ALL_FBORN","All places of birth","2","ISCED 3/4","G","Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods","ALL_SEX","Men and women","IRL","Ireland",198,,
"OCEA","Oceania","ALL_FBORN","All places of birth","2","ISCED 3/4","H","Hotels and restaurants","2","Women","IRL","Ireland",75,,
"OCEA","Oceania","ALL_FBORN","All places of birth","2","ISCED 3/4","H","Hotels and restaurants","1","Men","IRL","Ireland",85,,
"OCEA","Oceania","ALL_FBORN","All places of birth","2","ISCED 3/4","H","Hotels and restaurants","ALL_SEX","Men and women","IRL","Ireland",160,,
"OCEA","Oceania","ALL_FBORN","All places of birth","2","ISCED 3/4","L","Public administration and defence; compulsory social security","2","Women","IRL","Ireland",14,,
"OCEA","Oceania","ALL_FBORN","All places of birth","2","ISCED 3/4","L","Public administration and defence; compulsory social security","1","Men","IRL","Ireland",14,,
"OCEA","Oceania","ALL_FBORN","All places of birth","2","ISCED 3/4","L","Public administration and defence; compulsory social security","ALL_SEX","Men and women","IRL","Ireland",28,,
"OCEA","Oceania","ALL_FBORN","All places of birth","2","ISCED 3/4","Q","Extra-territorial organizations and bodies","2","Women","IRL","Ireland",1,,
"OCEA","Oceania","ALL_FBORN","All places of birth","2","ISCED 3/4","Q","Extra-territorial organizations and bodies","1","Men","IRL","Ireland",1,,
"OCEA","Oceania","ALL_FBORN","All places of birth","2","ISCED 3/4","Q","Extra-territorial organizations and bodies","ALL_SEX","Men and women","IRL","Ireland",2,,
"OCEA","Oceania","ALL_FBORN","All places of birth","2","ISCED 3/4","F","Construction","2","Women","IRL","Ireland",12,,
"OCEA","Oceania","ALL_FBORN","All places of birth","2","ISCED 3/4","F","Construction","1","Men","IRL","Ireland",192,,
"OCEA","Oceania","ALL_FBORN","All places of birth","2","ISCED 3/4","F","Construction","ALL_SEX","Men and women","IRL","Ireland",204,,
"OCEA","Oceania","ALL_FBORN","All places of birth","2","ISCED 3/4","J","Financial intermediation","2","Women","IRL","Ireland",45,,
"OCEA","Oceania","ALL_FBORN","All places of birth","2","ISCED 3/4","J","Financial intermediation","1","Men","IRL","Ireland",35,,
"OCEA","Oceania","ALL_FBORN","All places of birth","2","ISCED 3/4","J","Financial intermediation","ALL_SEX","Men and women","IRL","Ireland",80,,
"OCEA","Oceania","ALL_FBORN","All places of birth","2","ISCED 3/4","C","Mining and quarrying","1","Men","IRL","Ireland",1,,
"OCEA","Oceania","ALL_FBORN","All places of birth","2","ISCED 3/4","C","Mining and quarrying","ALL_SEX","Men and women","IRL","Ireland",1,,
"OCEA","Oceania","ALL_FBORN","All places of birth","2","ISCED 3/4","M","Education","2","Women","IRL","Ireland",15,,
"OCEA","Oceania","ALL_FBORN","All places of birth","2","ISCED 3/4","M","Education","1","Men","IRL","Ireland",5,,
"OCEA","Oceania","ALL_FBORN","All places of birth","2","ISCED 3/4","M","Education","ALL_SEX","Men and women","IRL","Ireland",20,,
"OCEA","Oceania","ALL_FBORN","All places of birth","2","ISCED 3/4","D","Manufacturing","2","Women","IRL","Ireland",45,,
"OCEA","Oceania","ALL_FBORN","All places of birth","2","ISCED 3/4","D","Manufacturing","1","Men","IRL","Ireland",120,,
"OCEA","Oceania","ALL_FBORN","All places of birth","2","ISCED 3/4","D","Manufacturing","ALL_SEX","Men and women","IRL","Ireland",165,,
"OCEA","Oceania","ALL_FBORN","All places of birth","2","ISCED 3/4","O","Other community, social and personal service activities","2","Women","IRL","Ireland",41,,
"OCEA","Oceania","ALL_FBORN","All places of birth","2","ISCED 3/4","O","Other community, social and personal service activities","1","Men","IRL","Ireland",42,,
"OCEA","Oceania","ALL_FBORN","All places of birth","2","ISCED 3/4","O","Other community, social and personal service activities","ALL_SEX","Men and women","IRL","Ireland",83,,
"OCEA","Oceania","ALL_FBORN","All places of birth","2","ISCED 3/4","P","Private households with employed persons","2","Women","IRL","Ireland",7,,
"OCEA","Oceania","ALL_FBORN","All places of birth","2","ISCED 3/4","P","Private households with employed persons","ALL_SEX","Men and women","IRL","Ireland",7,,
"OCEA","Oceania","ALL_FBORN","All places of birth","2","ISCED 3/4","I","Transport, storage and communications","2","Women","IRL","Ireland",35,,
"OCEA","Oceania","ALL_FBORN","All places of birth","2","ISCED 3/4","I","Transport, storage and communications","1","Men","IRL","Ireland",46,,
"OCEA","Oceania","ALL_FBORN","All places of birth","2","ISCED 3/4","I","Transport, storage and communications","ALL_SEX","Men and women","IRL","Ireland",81,,
"OCEA","Oceania","ALL_FBORN","All places of birth","2","ISCED 3/4","A_B","Agriculture and fishing","2","Women","IRL","Ireland",10,,
"OCEA","Oceania","ALL_FBORN","All places of birth","2","ISCED 3/4","A_B","Agriculture and fishing","1","Men","IRL","Ireland",31,,
"OCEA","Oceania","ALL_FBORN","All places of birth","2","ISCED 3/4","A_B","Agriculture and fishing","ALL_SEX","Men and women","IRL","Ireland",41,,
"OCEA","Oceania","ALL_FBORN","All places of birth","2","ISCED 3/4","K","Real estate, renting and business activities","2","Women","IRL","Ireland",115,,
"OCEA","Oceania","ALL_FBORN","All places of birth","2","ISCED 3/4","K","Real estate, renting and business activities","1","Men","IRL","Ireland",84,,
"OCEA","Oceania","ALL_FBORN","All places of birth","2","ISCED 3/4","K","Real estate, renting and business activities","ALL_SEX","Men and women","IRL","Ireland",199,,
"OCEA","Oceania","ALL_FBORN","All places of birth","2","ISCED 3/4","N","Health and social work","2","Women","IRL","Ireland",53,,
"OCEA","Oceania","ALL_FBORN","All places of birth","2","ISCED 3/4","N","Health and social work","1","Men","IRL","Ireland",11,,
"OCEA","Oceania","ALL_FBORN","All places of birth","2","ISCED 3/4","N","Health and social work","ALL_SEX","Men and women","IRL","Ireland",64,,
"OCEA","Oceania","ALL_FBORN","All places of birth","2","ISCED 3/4","999","Unknown","2","Women","IRL","Ireland",29,,
"OCEA","Oceania","ALL_FBORN","All places of birth","2","ISCED 3/4","999","Unknown","1","Men","IRL","Ireland",36,,
"OCEA","Oceania","ALL_FBORN","All places of birth","2","ISCED 3/4","999","Unknown","ALL_SEX","Men and women","IRL","Ireland",65,,
"OCEA","Oceania","ALL_FBORN","All places of birth","2","ISCED 3/4","ALL_SECT","All sectors","2","Women","IRL","Ireland",596,,
"OCEA","Oceania","ALL_FBORN","All places of birth","2","ISCED 3/4","ALL_SECT","All sectors","1","Men","IRL","Ireland",806,,
"OCEA","Oceania","ALL_FBORN","All places of birth","2","ISCED 3/4","ALL_SECT","All sectors","ALL_SEX","Men and women","IRL","Ireland",1402,,
"OCEA","Oceania","1","Foreign-born","99","Unknown education","G","Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods","2","Women","IRL","Ireland",2,,
"OCEA","Oceania","1","Foreign-born","99","Unknown education","G","Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods","1","Men","IRL","Ireland",3,,
"OCEA","Oceania","1","Foreign-born","99","Unknown education","G","Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods","ALL_SEX","Men and women","IRL","Ireland",5,,
"OCEA","Oceania","1","Foreign-born","99","Unknown education","H","Hotels and restaurants","2","Women","IRL","Ireland",4,,
"OCEA","Oceania","1","Foreign-born","99","Unknown education","H","Hotels and restaurants","1","Men","IRL","Ireland",6,,
"OCEA","Oceania","1","Foreign-born","99","Unknown education","H","Hotels and restaurants","ALL_SEX","Men and women","IRL","Ireland",10,,
"OCEA","Oceania","1","Foreign-born","99","Unknown education","F","Construction","2","Women","IRL","Ireland",1,,
"OCEA","Oceania","1","Foreign-born","99","Unknown education","F","Construction","1","Men","IRL","Ireland",11,,
"OCEA","Oceania","1","Foreign-born","99","Unknown education","F","Construction","ALL_SEX","Men and women","IRL","Ireland",12,,
"OCEA","Oceania","1","Foreign-born","99","Unknown education","J","Financial intermediation","2","Women","IRL","Ireland",2,,
"OCEA","Oceania","1","Foreign-born","99","Unknown education","J","Financial intermediation","1","Men","IRL","Ireland",2,,
"OCEA","Oceania","1","Foreign-born","99","Unknown education","J","Financial intermediation","ALL_SEX","Men and women","IRL","Ireland",4,,
"OCEA","Oceania","1","Foreign-born","99","Unknown education","M","Education","2","Women","IRL","Ireland",1,,
"OCEA","Oceania","1","Foreign-born","99","Unknown education","M","Education","1","Men","IRL","Ireland",1,,
"OCEA","Oceania","1","Foreign-born","99","Unknown education","M","Education","ALL_SEX","Men and women","IRL","Ireland",2,,
"OCEA","Oceania","1","Foreign-born","99","Unknown education","D","Manufacturing","2","Women","IRL","Ireland",3,,
"OCEA","Oceania","1","Foreign-born","99","Unknown education","D","Manufacturing","1","Men","IRL","Ireland",2,,
"OCEA","Oceania","1","Foreign-born","99","Unknown education","D","Manufacturing","ALL_SEX","Men and women","IRL","Ireland",5,,
"OCEA","Oceania","1","Foreign-born","99","Unknown education","O","Other community, social and personal service activities","2","Women","IRL","Ireland",4,,
"OCEA","Oceania","1","Foreign-born","99","Unknown education","O","Other community, social and personal service activities","1","Men","IRL","Ireland",2,,
"OCEA","Oceania","1","Foreign-born","99","Unknown education","O","Other community, social and personal service activities","ALL_SEX","Men and women","IRL","Ireland",6,,
"OCEA","Oceania","1","Foreign-born","99","Unknown education","I","Transport, storage and communications","2","Women","IRL","Ireland",1,,
"OCEA","Oceania","1","Foreign-born","99","Unknown education","I","Transport, storage and communications","ALL_SEX","Men and women","IRL","Ireland",1,,
"OCEA","Oceania","1","Foreign-born","99","Unknown education","A_B","Agriculture and fishing","1","Men","IRL","Ireland",1,,
"OCEA","Oceania","1","Foreign-born","99","Unknown education","A_B","Agriculture and fishing","ALL_SEX","Men and women","IRL","Ireland",1,,
"OCEA","Oceania","1","Foreign-born","99","Unknown education","K","Real estate, renting and business activities","2","Women","IRL","Ireland",6,,
"OCEA","Oceania","1","Foreign-born","99","Unknown education","K","Real estate, renting and business activities","1","Men","IRL","Ireland",3,,
"OCEA","Oceania","1","Foreign-born","99","Unknown education","K","Real estate, renting and business activities","ALL_SEX","Men and women","IRL","Ireland",9,,
"OCEA","Oceania","1","Foreign-born","99","Unknown education","N","Health and social work","2","Women","IRL","Ireland",3,,
"OCEA","Oceania","1","Foreign-born","99","Unknown education","N","Health and social work","1","Men","IRL","Ireland",1,,
"OCEA","Oceania","1","Foreign-born","99","Unknown education","N","Health and social work","ALL_SEX","Men and women","IRL","Ireland",4,,
"OCEA","Oceania","1","Foreign-born","99","Unknown education","999","Unknown","2","Women","IRL","Ireland",18,,
"OCEA","Oceania","1","Foreign-born","99","Unknown education","999","Unknown","1","Men","IRL","Ireland",29,,
"OCEA","Oceania","1","Foreign-born","99","Unknown education","999","Unknown","ALL_SEX","Men and women","IRL","Ireland",47,,
"OCEA","Oceania","1","Foreign-born","99","Unknown education","ALL_SECT","All sectors","2","Women","IRL","Ireland",45,,
"OCEA","Oceania","1","Foreign-born","99","Unknown education","ALL_SECT","All sectors","1","Men","IRL","Ireland",61,,
"OCEA","Oceania","1","Foreign-born","99","Unknown education","ALL_SECT","All sectors","ALL_SEX","Men and women","IRL","Ireland",106,,
"OCEA","Oceania","ALL_FBORN","All places of birth","99","Unknown education","G","Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods","2","Women","IRL","Ireland",2,,
"OCEA","Oceania","ALL_FBORN","All places of birth","99","Unknown education","G","Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods","1","Men","IRL","Ireland",3,,
"OCEA","Oceania","ALL_FBORN","All places of birth","99","Unknown education","G","Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods","ALL_SEX","Men and women","IRL","Ireland",5,,
"OCEA","Oceania","ALL_FBORN","All places of birth","99","Unknown education","H","Hotels and restaurants","2","Women","IRL","Ireland",4,,
"OCEA","Oceania","ALL_FBORN","All places of birth","99","Unknown education","H","Hotels and restaurants","1","Men","IRL","Ireland",6,,
"OCEA","Oceania","ALL_FBORN","All places of birth","99","Unknown education","H","Hotels and restaurants","ALL_SEX","Men and women","IRL","Ireland",10,,
"OCEA","Oceania","ALL_FBORN","All places of birth","99","Unknown education","F","Construction","2","Women","IRL","Ireland",1,,
"OCEA","Oceania","ALL_FBORN","All places of birth","99","Unknown education","F","Construction","1","Men","IRL","Ireland",11,,
"OCEA","Oceania","ALL_FBORN","All places of birth","99","Unknown education","F","Construction","ALL_SEX","Men and women","IRL","Ireland",12,,
"OCEA","Oceania","ALL_FBORN","All places of birth","99","Unknown education","J","Financial intermediation","2","Women","IRL","Ireland",2,,
"OCEA","Oceania","ALL_FBORN","All places of birth","99","Unknown education","J","Financial intermediation","1","Men","IRL","Ireland",2,,
"OCEA","Oceania","ALL_FBORN","All places of birth","99","Unknown education","J","Financial intermediation","ALL_SEX","Men and women","IRL","Ireland",4,,
"OCEA","Oceania","ALL_FBORN","All places of birth","99","Unknown education","M","Education","2","Women","IRL","Ireland",1,,
"OCEA","Oceania","ALL_FBORN","All places of birth","99","Unknown education","M","Education","1","Men","IRL","Ireland",1,,
"OCEA","Oceania","ALL_FBORN","All places of birth","99","Unknown education","M","Education","ALL_SEX","Men and women","IRL","Ireland",2,,
"OCEA","Oceania","ALL_FBORN","All places of birth","99","Unknown education","D","Manufacturing","2","Women","IRL","Ireland",3,,
"OCEA","Oceania","ALL_FBORN","All places of birth","99","Unknown education","D","Manufacturing","1","Men","IRL","Ireland",2,,
"OCEA","Oceania","ALL_FBORN","All places of birth","99","Unknown education","D","Manufacturing","ALL_SEX","Men and women","IRL","Ireland",5,,
"OCEA","Oceania","ALL_FBORN","All places of birth","99","Unknown education","O","Other community, social and personal service activities","2","Women","IRL","Ireland",4,,
"OCEA","Oceania","ALL_FBORN","All places of birth","99","Unknown education","O","Other community, social and personal service activities","1","Men","IRL","Ireland",2,,
"OCEA","Oceania","ALL_FBORN","All places of birth","99","Unknown education","O","Other community, social and personal service activities","ALL_SEX","Men and women","IRL","Ireland",6,,
"OCEA","Oceania","ALL_FBORN","All places of birth","99","Unknown education","I","Transport, storage and communications","2","Women","IRL","Ireland",1,,
"OCEA","Oceania","ALL_FBORN","All places of birth","99","Unknown education","I","Transport, storage and communications","ALL_SEX","Men and women","IRL","Ireland",1,,
"OCEA","Oceania","ALL_FBORN","All places of birth","99","Unknown education","A_B","Agriculture and fishing","1","Men","IRL","Ireland",1,,
"OCEA","Oceania","ALL_FBORN","All places of birth","99","Unknown education","A_B","Agriculture and fishing","ALL_SEX","Men and women","IRL","Ireland",1,,
"OCEA","Oceania","ALL_FBORN","All places of birth","99","Unknown education","K","Real estate, renting and business activities","2","Women","IRL","Ireland",6,,
"OCEA","Oceania","ALL_FBORN","All places of birth","99","Unknown education","K","Real estate, renting and business activities","1","Men","IRL","Ireland",3,,
"OCEA","Oceania","ALL_FBORN","All places of birth","99","Unknown education","K","Real estate, renting and business activities","ALL_SEX","Men and women","IRL","Ireland",9,,
"OCEA","Oceania","ALL_FBORN","All places of birth","99","Unknown education","N","Health and social work","2","Women","IRL","Ireland",3,,
"OCEA","Oceania","ALL_FBORN","All places of birth","99","Unknown education","N","Health and social work","1","Men","IRL","Ireland",1,,
"OCEA","Oceania","ALL_FBORN","All places of birth","99","Unknown education","N","Health and social work","ALL_SEX","Men and women","IRL","Ireland",4,,
"OCEA","Oceania","ALL_FBORN","All places of birth","99","Unknown education","999","Unknown","2","Women","IRL","Ireland",18,,
"OCEA","Oceania","ALL_FBORN","All places of birth","99","Unknown education","999","Unknown","1","Men","IRL","Ireland",29,,
"OCEA","Oceania","ALL_FBORN","All places of birth","99","Unknown education","999","Unknown","ALL_SEX","Men and women","IRL","Ireland",47,,
"OCEA","Oceania","ALL_FBORN","All places of birth","99","Unknown education","ALL_SECT","All sectors","2","Women","IRL","Ireland",45,,
"OCEA","Oceania","ALL_FBORN","All places of birth","99","Unknown education","ALL_SECT","All sectors","1","Men","IRL","Ireland",61,,
"OCEA","Oceania","ALL_FBORN","All places of birth","99","Unknown education","ALL_SECT","All sectors","ALL_SEX","Men and women","IRL","Ireland",106,,
"OCEA","Oceania","1","Foreign-born","1","ISCED 0/1/2","E","Electricity, gas and water supply","1","Men","IRL","Ireland",1,,
"OCEA","Oceania","1","Foreign-born","1","ISCED 0/1/2","E","Electricity, gas and water supply","ALL_SEX","Men and women","IRL","Ireland",1,,
"OCEA","Oceania","1","Foreign-born","1","ISCED 0/1/2","G","Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods","2","Women","IRL","Ireland",16,,
"OCEA","Oceania","1","Foreign-born","1","ISCED 0/1/2","G","Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods","1","Men","IRL","Ireland",43,,
"OCEA","Oceania","1","Foreign-born","1","ISCED 0/1/2","G","Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods","ALL_SEX","Men and women","IRL","Ireland",59,,
"OCEA","Oceania","1","Foreign-born","1","ISCED 0/1/2","H","Hotels and restaurants","2","Women","IRL","Ireland",21,,
"OCEA","Oceania","1","Foreign-born","1","ISCED 0/1/2","H","Hotels and restaurants","1","Men","IRL","Ireland",24,,
"OCEA","Oceania","1","Foreign-born","1","ISCED 0/1/2","H","Hotels and restaurants","ALL_SEX","Men and women","IRL","Ireland",45,,
"OCEA","Oceania","1","Foreign-born","1","ISCED 0/1/2","L","Public administration and defence; compulsory social security","2","Women","IRL","Ireland",3,,
"OCEA","Oceania","1","Foreign-born","1","ISCED 0/1/2","L","Public administration and defence; compulsory social security","1","Men","IRL","Ireland",4,,
"OCEA","Oceania","1","Foreign-born","1","ISCED 0/1/2","L","Public administration and defence; compulsory social security","ALL_SEX","Men and women","IRL","Ireland",7,,
"OCEA","Oceania","1","Foreign-born","1","ISCED 0/1/2","F","Construction","2","Women","IRL","Ireland",3,,
"OCEA","Oceania","1","Foreign-born","1","ISCED 0/1/2","F","Construction","1","Men","IRL","Ireland",62,,
"OCEA","Oceania","1","Foreign-born","1","ISCED 0/1/2","F","Construction","ALL_SEX","Men and women","IRL","Ireland",65,,
"OCEA","Oceania","1","Foreign-born","1","ISCED 0/1/2","J","Financial intermediation","2","Women","IRL","Ireland",5,,
"OCEA","Oceania","1","Foreign-born","1","ISCED 0/1/2","J","Financial intermediation","1","Men","IRL","Ireland",1,,
"OCEA","Oceania","1","Foreign-born","1","ISCED 0/1/2","J","Financial intermediation","ALL_SEX","Men and women","IRL","Ireland",6,,
"OCEA","Oceania","1","Foreign-born","1","ISCED 0/1/2","M","Education","2","Women","IRL","Ireland",4,,
"OCEA","Oceania","1","Foreign-born","1","ISCED 0/1/2","M","Education","ALL_SEX","Men and women","IRL","Ireland",4,,
"OCEA","Oceania","1","Foreign-born","1","ISCED 0/1/2","D","Manufacturing","2","Women","IRL","Ireland",10,,
"OCEA","Oceania","1","Foreign-born","1","ISCED 0/1/2","D","Manufacturing","1","Men","IRL","Ireland",23,,
"OCEA","Oceania","1","Foreign-born","1","ISCED 0/1/2","D","Manufacturing","ALL_SEX","Men and women","IRL","Ireland",33,,
"OCEA","Oceania","1","Foreign-born","1","ISCED 0/1/2","O","Other community, social and personal service activities","2","Women","IRL","Ireland",9,,
"OCEA","Oceania","1","Foreign-born","1","ISCED 0/1/2","O","Other community, social and personal service activities","1","Men","IRL","Ireland",10,,
"OCEA","Oceania","1","Foreign-born","1","ISCED 0/1/2","O","Other community, social and personal service activities","ALL_SEX","Men and women","IRL","Ireland",19,,
"OCEA","Oceania","1","Foreign-born","1","ISCED 0/1/2","I","Transport, storage and communications","2","Women","IRL","Ireland",4,,
"OCEA","Oceania","1","Foreign-born","1","ISCED 0/1/2","I","Transport, storage and communications","1","Men","IRL","Ireland",14,,
"OCEA","Oceania","1","Foreign-born","1","ISCED 0/1/2","I","Transport, storage and communications","ALL_SEX","Men and women","IRL","Ireland",18,,
